,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
125723,gdb_125724,CC1=NOC(=N1)C1CO1,5.9066,0.98206,0.89678,2.1974,68.97,-0.2777,-0.0333,0.2444,1277.5948,0.112358,-453.929392,-453.921504,-453.92056,-453.962641,27.952
637,gdb_638,CC(O)C1CN1,6.30735,2.76922,2.37269,2.731,52.97,-0.2355,0.0627,0.2983,593.3138,0.13137,-287.661454,-287.654667,-287.653723,-287.691623,24.483
58842,gdb_58843,CC(O)C12CC=CC1N2,3.03298,1.26045,1.1767,2.2055,78.86,-0.2272,0.0072,0.2344,1155.1835,0.171108,-403.132736,-403.123953,-403.123009,-403.166131,33.867
127362,gdb_127363,Cn1cnn(c1=O)C=O,3.73069,1.30451,0.97251,5.4156,66.8,-0.2495,-0.0396,0.21,1130.6184,0.101631,-470.062866,-470.054816,-470.053871,-470.096064,27.921
83384,gdb_83385,OC1C2CCC11CCN21,2.69747,1.7265,1.55535,1.875,78.66,-0.2097,0.0727,0.2824,970.5841,0.173073,-403.08054,-403.073152,-403.072208,-403.111733,30.842
7878,gdb_7879,NC1=CC(=N)NC1=O,4.0542,1.85851,1.27495,1.5197,67.38,-0.2237,-0.0554,0.1683,876.6872,0.09753,-394.846577,-394.839518,-394.838574,-394.87759,26.793
46899,gdb_46900,N=C1COC2CC2CO1,3.11555,1.49298,1.17556,2.7332,73.27,-0.2572,0.0182,0.2754,1062.2491,0.149496,-439.067047,-439.059439,-439.058494,-439.099334,29.691
56688,gdb_56689,NC1(COC1)C(O)C#N,2.54568,1.27715,1.14874,2.5527,68.06,-0.2612,0.0001,0.2613,1125.8141,0.13513,-455.113456,-455.104195,-455.103251,-455.147661,33.447
41950,gdb_41951,C1CC2COCC(C1)C2,2.14462,1.91456,1.59341,1.1994,83.66,-0.238,0.0722,0.3102,1015.1146,0.211413,-388.321654,-388.314411,-388.313466,-388.352747,30.932
76998,gdb_76999,CN1C(C=CC1=O)C#C,2.8598,1.42769,1.05871,3.6883,77.4,-0.2442,-0.0341,0.21,1116.7967,0.123626,-400.7554,-400.746836,-400.745891,-400.788781,31.32
107045,gdb_107046,CC1CCC2(CO)CC12,3.68137,1.03959,0.92815,1.403,85.65,-0.2575,0.0769,0.3344,1363.3571,0.206523,-388.295628,-388.286336,-388.285392,-388.329374,36.093
50411,gdb_50412,C1CC12C=CCN2C=O,2.41842,1.67424,1.08164,4.017,80.05,-0.2203,0.0059,0.2262,1111.7347,0.14828,-401.965966,-401.958024,-401.95708,-401.998599,30.515
30501,gdb_30502,CN=C1OC=NC(O)=N1,4.11606,1.21991,0.94656,4.2889,70.13,-0.2434,-0.0604,0.183,1167.8384,0.101186,-470.042596,-470.034572,-470.033628,-470.076467,28.334
126555,gdb_126556,CCCc1cc([nH]n1)C,4.81415,0.75656,0.69198,2.4087,86.99,-0.2273,0.0297,0.257,1717.4876,0.183103,-383.313924,-383.304036,-383.303092,-383.350232,35.192
28577,gdb_28578,CC1=NC=C(N1)C1CO1,5.45696,0.93423,0.8451,4.4391,77.67,-0.2107,0.0214,0.2321,1361.6905,0.136713,-418.027739,-418.019346,-418.018402,-418.061711,30.216
47904,gdb_47905,C1COCOC(=O)C=C1,2.60397,1.69032,1.19463,3.8805,71.46,-0.2684,-0.056,0.2124,1035.1287,0.137365,-458.985577,-458.977835,-458.976891,-459.018217,29.191
76663,gdb_76664,CC1C(O)C1CC(N)=O,2.9643,1.03964,0.8924,5.1135,75.68,-0.2272,0.0422,0.2694,1355.8848,0.170127,-440.306528,-440.296534,-440.295589,-440.34177,36.749
27939,gdb_27940,c1c(c([nH]c1N)O)C=O,2.56731,1.31436,0.87197,4.4516,74.0,-0.1929,-0.0174,0.1754,1240.1244,0.112984,-453.989843,-453.981285,-453.980341,-454.022897,31.628
78716,gdb_78717,CC1C2C3C1OC23C#N,4.75779,1.17369,1.07555,5.0629,74.35,-0.2543,-0.0066,0.2477,1120.8639,0.124188,-400.691749,-400.684321,-400.683377,-400.723525,28.781
34884,gdb_34885,N#CC1C2NC2C11CC1,2.25533,1.76123,1.21559,5.4192,76.91,-0.2466,0.0269,0.2735,1047.8679,0.136814,-380.817672,-380.809972,-380.809028,-380.849944,29.793
17262,gdb_17263,CC12CN(C1)C21CC1,3.08446,2.1235,1.77731,1.8977,76.16,-0.2282,0.0883,0.3165,856.4577,0.165723,-327.834582,-327.827274,-327.82633,-327.865543,29.386
102156,gdb_102157,NC(=O)C(CO)CC#C,2.62151,1.1194,0.84142,4.2964,74.52,-0.2526,0.0131,0.2657,1344.1047,0.145957,-439.086224,-439.076355,-439.075411,-439.121546,36.176
74864,gdb_74865,CC1=CC2OC2C1C#N,2.31721,1.7938,1.14602,4.9681,73.95,-0.2605,-0.0188,0.2417,1053.7454,0.124296,-400.752086,-400.744199,-400.743255,-400.784616,29.522
80819,gdb_80820,OC1C2OC1(C#C)C2O,2.05707,1.70049,1.23033,2.2502,69.14,-0.2497,0.0021,0.2518,1041.8004,0.110203,-457.648528,-457.640373,-457.639429,-457.680974,31.547
69323,gdb_69324,CC12CC1C(C)(O)CO2,2.82783,1.34964,1.27315,1.2805,77.85,-0.2273,0.0688,0.2961,1128.6062,0.181035,-424.22223,-424.213096,-424.212152,-424.25524,36.038
125150,gdb_125151,Cc1c(onn1)C(=N)N,2.69312,1.56891,0.99822,3.7647,71.79,-0.25,-0.058,0.192,1118.0593,0.112107,-450.121792,-450.113189,-450.112245,-450.155759,30.993
46721,gdb_46722,O=C1COC2C3OC2C13,3.13726,1.72188,1.27366,1.2342,64.68,-0.2499,-0.037,0.2129,940.7983,0.113035,-457.70344,-457.696696,-457.695752,-457.735893,25.862
69001,gdb_69002,CC12CCC1(O2)C1CO1,2.89376,1.43034,1.14782,1.8496,76.21,-0.2421,0.0627,0.3048,1125.5665,0.157755,-422.973832,-422.965325,-422.964381,-423.006963,32.317
60802,gdb_60803,CC(C(O)C=O)C(N)=O,2.89018,1.10368,0.84025,1.5773,69.8,-0.2467,-0.0519,0.1947,1323.052,0.145658,-476.267235,-476.257487,-476.256543,-476.302555,35.374
20436,gdb_20437,c1nc2n(n1)CCN2,4.97782,2.22981,1.58209,4.2351,62.15,-0.2176,0.0288,0.2464,757.7676,0.112632,-374.923087,-374.917282,-374.916338,-374.953025,22.017
53259,gdb_53260,CC#CC1NC1(C)C=O,3.92433,0.80104,0.74008,2.7528,86.13,-0.2443,-0.0414,0.2029,1577.1336,0.144599,-401.917117,-401.90691,-401.905966,-401.953637,35.166
71393,gdb_71394,CC12CC3N1C2C3(C)C,3.15872,1.36569,1.2887,1.6341,85.55,-0.2349,0.0841,0.319,1135.7834,0.193657,-367.172361,-367.163542,-367.162597,-367.204925,35.175
42490,gdb_42491,C#CC(=O)CCCC#N,6.26797,0.57693,0.53347,5.8942,77.37,-0.2785,-0.0691,0.2094,1914.8034,0.121342,-400.745971,-400.736153,-400.735208,-400.782293,33.496
89783,gdb_89784,CC1CC2(CN2)C1C=O,2.51876,1.36752,1.0065,3.5076,79.7,-0.2322,-0.0208,0.2114,1225.5552,0.169504,-403.118872,-403.10961,-403.108665,-403.154439,33.914
87980,gdb_87981,CC1(C)CCC11CC1O,2.16365,1.50409,1.2783,1.2944,85.7,-0.2475,0.0752,0.3228,1162.4909,0.203881,-388.268237,-388.258449,-388.257505,-388.302044,38.342
12803,gdb_12804,CC12CC1CCC=C2,3.24794,2.00279,1.54846,0.2862,80.19,-0.2264,0.0256,0.252,916.2359,0.178964,-311.877911,-311.870448,-311.869504,-311.909107,29.969
12121,gdb_12122,CC12CC1C1(C)CC21,3.62611,1.69291,1.65465,0.3743,78.95,-0.1995,0.0935,0.2929,932.8729,0.176346,-311.809874,-311.80202,-311.801076,-311.841243,31.564
81514,gdb_81515,NC1(C#C)C2OC1C2O,2.25228,1.9759,1.19355,2.0339,71.13,-0.2433,0.0185,0.2617,1007.5045,0.122633,-437.761555,-437.753481,-437.752537,-437.793544,32.375
17689,gdb_17690,C1CN1C12CC(C1)C2,4.60054,1.61701,1.56174,1.082,76.11,-0.2287,0.0912,0.3199,906.6245,0.167122,-327.844608,-327.837763,-327.836819,-327.875787,27.488
125554,gdb_125555,Cc1nc2n(n1)nco2,5.56418,1.38316,1.11545,1.8519,65.5,-0.2599,-0.0329,0.227,1009.2293,0.091762,-448.930161,-448.923565,-448.922621,-448.961424,24.279
113947,gdb_113948,CCN1CC1CC1CO1,2.6945,1.01839,0.80509,2.5688,83.59,-0.2201,0.0933,0.3134,1494.757,0.192913,-404.293512,-404.283782,-404.282838,-404.329036,35.545
57985,gdb_57986,CC(O)C(=O)CCC#C,4.03099,0.70856,0.6244,2.2635,78.5,-0.2614,-0.0315,0.2299,1751.1769,0.155208,-423.016141,-423.005676,-423.004731,-423.052676,37.258
47019,gdb_47020,O=C1CNC2CNC2=C1,3.61821,1.3704,1.03655,5.2055,78.85,-0.217,-0.0214,0.1956,1109.7846,0.139121,-418.006452,-417.99921,-417.998266,-418.038122,28.574
84857,gdb_84858,OC1C=CCC2CCC12,2.31362,1.7561,1.21881,1.6563,82.04,-0.243,0.0157,0.2588,1089.1622,0.184652,-387.090092,-387.081949,-387.081005,-387.122961,32.344
107601,gdb_107602,OCC12CC1COC2=O,2.72764,1.59911,1.16091,4.4605,67.92,-0.266,0.0005,0.2665,1051.7153,0.13737,-458.993266,-458.985493,-458.984549,-459.025607,29.607
133071,gdb_133072,CNc1cccc(n1)F,3.57577,1.14829,0.87452,3.2548,77.43,-0.2056,-0.0103,0.1953,1258.9535,0.125331,-442.104376,-442.096334,-442.09539,-442.13738,29.848
36082,gdb_36083,N#CCC12CC(C1)C=C2,3.70306,1.18769,1.10963,3.9953,79.93,-0.2383,0.0004,0.2388,1136.7457,0.149109,-364.796294,-364.788764,-364.78782,-364.828646,29.776
110671,gdb_110672,COC1C2C3COC1C23,3.02959,1.60884,1.40874,1.3819,74.19,-0.2246,0.085,0.3096,997.8777,0.160715,-422.985507,-422.977973,-422.977029,-423.017565,29.395
1005,gdb_1006,C#Cc1ccco1,9.28384,2.00762,1.65067,0.9458,63.52,-0.2176,-0.0207,0.1969,695.0087,0.078838,-306.113519,-306.107793,-306.106849,-306.142861,21.464
55492,gdb_55493,CC(=O)CC#CCC#C,5.87558,0.54587,0.5167,2.4084,83.71,-0.2456,-0.0152,0.2304,2091.0919,0.130898,-384.645667,-384.634937,-384.633993,-384.685308,36.113
24835,gdb_24836,N=C1N=CNC=NC1=O,2.46377,1.89202,1.31093,7.8601,69.04,-0.2488,-0.066,0.1828,936.9798,0.091607,-448.955633,-448.948436,-448.947492,-448.987688,26.315
91224,gdb_91225,OC1CC2CC(=O)C12O,2.226,1.61636,1.4824,3.2386,68.91,-0.2457,-0.0237,0.2219,996.2453,0.134199,-458.945797,-458.937233,-458.936289,-458.979119,32.234
59898,gdb_59899,CC(C)OC(=O)CC#N,4.61337,0.74965,0.70025,5.6639,73.83,-0.2914,-0.0051,0.2863,1624.2279,0.144666,-439.144217,-439.134016,-439.133072,-439.18093,35.163
38908,gdb_38909,C1CC2CC3NC3C2=C1,3.45921,1.48063,1.1695,1.4994,85.09,-0.2232,0.0194,0.2426,1090.2209,0.174837,-366.004211,-365.997184,-365.99624,-366.035507,29.195
46219,gdb_46220,N=C1NCC11OC1C#N,2.96489,1.3719,1.07027,6.4328,69.4,-0.2546,-0.0199,0.2347,1086.7322,0.100604,-432.831899,-432.823936,-432.822992,-432.864674,29.008
76157,gdb_76158,CC1(N)C(O)C1(C)C#N,2.09317,1.45026,1.20147,3.6213,77.28,-0.2375,0.0305,0.2681,1145.4758,0.15695,-419.202409,-419.192065,-419.191121,-419.236825,38.074
71476,gdb_71477,CC12CC3(C=O)C(O1)C23,4.067,1.20944,1.09028,3.2222,74.76,-0.2405,-0.0223,0.2182,1125.2513,0.134161,-421.777683,-421.769786,-421.768842,-421.810018,30.294
96104,gdb_96105,OC1COCC2(CN2)C1,2.74591,1.32978,1.01856,1.5589,75.03,-0.2409,0.064,0.3049,1197.9456,0.172597,-440.258051,-440.249793,-440.248849,-440.290608,32.575
47309,gdb_47310,C1CC(=O)NCCC1=O,2.99911,1.27839,0.97044,2.4808,72.63,-0.2447,-0.0246,0.2201,1186.5257,0.149365,-439.149152,-439.14083,-439.139886,-439.182798,31.059
50843,gdb_50844,N=C(CC1CN1)OC=O,2.52916,1.11292,0.83028,2.3636,71.14,-0.2555,-0.0314,0.2241,1357.6258,0.135112,-455.137128,-455.128103,-455.127159,-455.172321,31.585
40083,gdb_40084,C1NC11CC2CCC=C12,3.80613,1.25064,1.05475,1.4271,87.49,-0.2214,0.0068,0.2282,1187.3721,0.173006,-365.967045,-365.959409,-365.958464,-365.999072,30.737
25831,gdb_25832,CC(=O)c1ccncc1,3.83867,1.2082,0.92423,2.286,78.84,-0.2573,-0.073,0.1843,1207.0645,0.125901,-400.830006,-400.822327,-400.821383,-400.86265,28.583
57666,gdb_57667,CC(C)(CC#C)OC=N,2.16154,1.16911,0.92562,3.7554,83.2,-0.2567,0.0258,0.2824,1359.1816,0.166653,-403.11852,-403.10787,-403.106926,-403.154278,38.701
3706,gdb_3707,Cc1cc(on1)N,7.7438,2.01847,1.61953,3.6044,56.97,-0.2139,0.0205,0.2344,738.1728,0.102364,-340.641866,-340.635241,-340.634297,-340.67209,24.35
37054,gdb_37055,C1C23CC=CC12OCO3,2.98842,1.8475,1.64257,1.4566,71.2,-0.2345,0.0053,0.2398,884.4081,0.137679,-421.802031,-421.795408,-421.794463,-421.832679,27.337
31313,gdb_31314,C#Cc1c(nc[nH]1)CO,2.34576,1.46242,0.92094,4.4205,78.28,-0.2215,-0.0169,0.2045,1198.0341,0.11318,-416.812542,-416.804162,-416.803217,-416.846225,30.74
35167,gdb_35168,C#CC1CC11C2CN1C2,3.64075,1.26377,1.11667,1.4324,83.69,-0.2385,0.0459,0.2844,1127.3765,0.147388,-364.675838,-364.668106,-364.667162,-364.707961,30.917
91943,gdb_91944,CC1OC2CC2C1(C)O,2.04518,1.76046,1.43435,1.8896,76.96,-0.2261,0.0698,0.2959,1060.0304,0.181305,-424.21475,-424.205756,-424.204812,-424.247679,35.724
120791,gdb_120792,CCCC1OC1CC#N,4.45837,0.63615,0.60613,5.1213,81.05,-0.2807,0.0301,0.3108,1875.9738,0.169324,-403.15008,-403.140042,-403.139098,-403.186521,35.178
40897,gdb_40898,C1CC2(C1)C1CCCC21,3.25302,1.24319,1.20802,0.066,89.02,-0.2469,0.083,0.3299,1189.2084,0.208586,-351.149945,-351.141817,-351.140873,-351.182892,32.511
85344,gdb_85345,CC1CC(=O)C=C1C#N,2.86379,1.2429,0.91003,2.5712,79.99,-0.261,-0.0938,0.1672,1226.3764,0.124445,-400.808074,-400.799764,-400.79882,-400.841545,30.353
84830,gdb_84831,CC12CC=CC(O)C1O2,2.72248,1.55548,1.13031,2.4514,76.22,-0.2515,0.0148,0.2663,1111.727,0.159325,-423.028259,-423.019934,-423.018989,-423.060825,32.61
32287,gdb_32288,CCC1=CN=COC1=N,2.85882,1.43838,1.03052,0.7102,79.26,-0.2331,-0.0525,0.1805,1153.9328,0.137391,-418.05032,-418.042226,-418.041282,-418.08323,30.19
21356,gdb_21357,c1c[nH]c2c1[nH]nc2,5.46592,2.17714,1.55698,2.6588,65.47,-0.2014,0.0129,0.2143,744.0731,0.100352,-357.670079,-357.664327,-357.663383,-357.69956,22.859
75447,gdb_75448,CC1=CCCC1(C)C#C,2.15938,1.51594,1.22253,0.5558,90.4,-0.2333,0.0242,0.2575,1165.9618,0.180907,-349.946838,-349.937184,-349.93624,-349.980697,36.961
8088,gdb_8089,CC12CN(C1)CCO2,3.47712,2.21908,1.7524,0.344,70.58,-0.2082,0.0802,0.2883,826.5159,0.167262,-365.027851,-365.020844,-365.0199,-365.058469,28.383
110095,gdb_110096,CC1(O)C(CO)C1CO,1.69059,1.36412,0.94561,1.7766,75.28,-0.2443,0.0637,0.308,1338.5632,0.179674,-461.329956,-461.319084,-461.31814,-461.366076,39.372
62100,gdb_62101,NC(=O)C(O)COC=O,3.20707,0.90281,0.73772,0.8594,63.29,-0.2745,-0.012,0.2625,1446.2084,0.12255,-512.212385,-512.202907,-512.201963,-512.248248,33.106
94953,gdb_94954,CC1COC2C1OC2=N,3.54852,1.3705,1.17755,3.2174,72.41,-0.2597,0.0126,0.2723,1080.8536,0.148966,-439.090172,-439.082415,-439.08147,-439.122527,29.766
31066,gdb_31067,CNc1c(oc(n1)O)O,2.3951,1.42892,0.91237,2.4043,65.21,-0.1805,0.0364,0.2169,1214.7657,0.112288,-491.097668,-491.088885,-491.087941,-491.131326,31.663
37295,gdb_37296,C1CN2C1C1C3OC3C21,3.13459,1.84516,1.74426,1.6677,73.45,-0.2051,0.0525,0.2576,869.9653,0.149585,-401.833192,-401.826819,-401.825875,-401.863585,26.939
30092,gdb_30093,CC1CC1C1=CN=CN1,3.55951,1.11327,1.03597,3.7663,81.68,-0.2123,0.0312,0.2436,1230.1045,0.161622,-382.101554,-382.093332,-382.092388,-382.134963,31.23
111016,gdb_111017,CCC1C2CC1(C2)C#N,2.50807,1.25398,0.98468,4.2423,85.0,-0.3015,0.0257,0.3272,1277.7362,0.172045,-365.985529,-365.977002,-365.976058,-366.019056,32.561
15038,gdb_15039,C1CN1C(C=O)C=O,2.80106,1.78382,1.15842,2.6323,63.21,-0.2562,-0.0533,0.2029,990.1929,0.115832,-399.771225,-399.763082,-399.762138,-399.80448,28.102
93248,gdb_93249,CC1COC(=O)N(C)C1,2.86404,1.32986,0.95075,5.1417,76.46,-0.2388,0.0548,0.2937,1257.0416,0.171776,-440.340473,-440.33127,-440.330325,-440.374644,33.42
121024,gdb_121025,COCC1CC=CC1C,2.6067,1.085,0.86174,0.8905,87.59,-0.2318,0.0288,0.2606,1447.9661,0.205747,-388.293436,-388.283765,-388.28282,-388.328198,36.094
67362,gdb_67363,OC12C3NC1C3OC2=N,3.03829,1.96131,1.37918,2.8562,66.45,-0.2515,0.0046,0.2561,892.0274,0.114363,-453.882209,-453.875645,-453.874701,-453.912876,26.851
6179,gdb_6180,CC1(C=CC(=O)N1)C,3.84856,1.59768,1.49402,4.3614,70.78,-0.2402,-0.0254,0.2149,922.1938,0.141995,-363.920944,-363.912984,-363.91204,-363.953178,30.213
96097,gdb_96098,CC1COCC2(CN2)C1,2.70693,1.31816,1.01143,0.4697,82.28,-0.2384,0.077,0.3155,1254.4514,0.196071,-404.335198,-404.326663,-404.325719,-404.367996,33.788
99616,gdb_99617,COC(C#N)C1(C)CN1,2.13964,1.43946,1.02845,2.5214,76.33,-0.2543,0.0078,0.2621,1224.9937,0.157794,-419.182512,-419.172676,-419.171732,-419.217374,35.185
79922,gdb_79923,CN1C2C=C(C)C1C2O,2.82469,1.35428,1.22089,1.9144,81.79,-0.1923,0.0222,0.2145,1143.515,0.16966,-403.085611,-403.076737,-403.075792,-403.118482,34.461
97013,gdb_97014,CN=C1CN=C(N1)C=O,3.10058,1.15499,0.85044,0.6004,76.04,-0.2381,-0.0856,0.1525,1299.4337,0.123739,-434.097077,-434.088304,-434.087359,-434.131285,30.722
15486,gdb_15487,N=C1CC=CN1C=O,3.54121,1.96753,1.2747,1.9264,67.2,-0.2323,-0.0301,0.2023,890.8987,0.108329,-378.764074,-378.757209,-378.756265,-378.795387,25.355
54661,gdb_54662,CC(=O)C1=CNC2CC12,3.33495,1.26983,0.98908,4.446,81.68,-0.1961,-0.0225,0.1736,1196.0006,0.147877,-401.967287,-401.95888,-401.957936,-402.000416,31.823
68105,gdb_68106,OC12CC(C1)(C#C)C2=O,3.31594,1.2847,1.08036,1.5519,74.23,-0.2398,-0.0026,0.2372,1101.6916,0.110176,-420.558703,-420.550205,-420.549261,-420.592014,31.546
19943,gdb_19944,N=C1OCC1C1CO1,4.16382,1.49072,1.16212,0.8089,62.36,-0.269,0.0179,0.2869,985.8028,0.119042,-399.766918,-399.759686,-399.758742,-399.799268,25.926
124393,gdb_124394,CC(C#C)C1=CON=C1,3.29901,1.16566,0.91521,2.998,75.07,-0.2584,-0.0125,0.2459,1236.5085,0.123417,-400.708122,-400.699721,-400.698777,-400.741846,30.825
20463,gdb_20464,C1c2c(non2)CN1,4.90163,2.06862,1.50068,3.4815,58.51,-0.2581,-0.0467,0.2114,772.8265,0.098623,-394.724016,-394.718225,-394.717281,-394.753986,22.023
123682,gdb_123683,C1C2OC2C2=C1NN=C2,4.09817,1.55083,1.21988,2.9232,69.91,-0.2299,0.0156,0.2455,962.5778,0.116716,-416.804594,-416.7984,-416.797456,-416.835089,24.971
78135,gdb_78136,CC1=CC(=O)C2C(O)C12,2.24206,1.67533,1.23036,4.0959,76.02,-0.238,-0.0537,0.1842,1062.0241,0.135535,-421.846211,-421.838085,-421.83714,-421.878769,31.159
30337,gdb_30338,CC1CCC2=CN=CN12,2.89564,1.67374,1.1154,4.3701,80.96,-0.2098,0.0406,0.2503,1092.0934,0.163278,-382.127889,-382.120402,-382.119457,-382.15982,29.306
5746,gdb_5747,CC1CN2C=CC=C12,4.74351,1.77907,1.39774,2.043,75.97,-0.1953,0.054,0.2493,905.9787,0.144342,-326.732943,-326.725944,-326.724999,-326.764333,26.739
93484,gdb_93485,OC1COC(=N)NC1=N,3.12447,1.40511,1.0004,0.7406,70.11,-0.2498,-0.0086,0.2411,1121.2977,0.126584,-471.233621,-471.225807,-471.224863,-471.266088,30.014
49067,gdb_49068,O=CC12CCCC1CO2,2.43806,1.60266,1.29606,2.6488,74.85,-0.2438,-0.0319,0.2119,1053.9562,0.159935,-423.036926,-423.028954,-423.02801,-423.069676,30.393
125268,gdb_125269,CC1=Cc2cn[nH]c2C1,5.07582,1.19022,0.97576,2.9157,82.54,-0.197,0.0009,0.1978,1182.9257,0.13902,-380.902884,-380.895511,-380.894566,-380.934502,28.74
106845,gdb_106846,CCC12CC1(NC2)C#N,2.61881,1.24708,1.01233,4.1349,81.92,-0.2317,0.0056,0.2373,1244.0231,0.159682,-382.044502,-382.03562,-382.034675,-382.07834,33.136
44130,gdb_44131,O=C1NC2C(O1)C2C#N,2.67696,1.6706,1.3516,6.4977,62.02,-0.2758,0.0073,0.2831,932.1854,0.090766,-452.781638,-452.774608,-452.773664,-452.813482,26.195
110575,gdb_110576,CC12C(CO)C3C1OC23,3.19699,1.33893,1.10699,2.5395,75.22,-0.2283,0.068,0.2963,1127.9299,0.15782,-422.927054,-422.918648,-422.917704,-422.959977,32.262
28290,gdb_28291,CC1=Cn2cncc2C1,5.1167,1.22941,1.0035,4.2433,82.82,-0.2124,-0.0095,0.2029,1158.109,0.138824,-380.922686,-380.915441,-380.914497,-380.954233,28.213
80539,gdb_80540,CN1CC2C(O)C1C2=O,2.50802,1.55647,1.29269,3.9592,72.11,-0.209,-0.008,0.201,1050.8095,0.14741,-439.05244,-439.044232,-439.043288,-439.084864,31.583
79118,gdb_79119,CC1C2C3OC(=N)C2C13,5.1792,1.21139,1.11887,3.2006,77.75,-0.2535,0.0224,0.2759,1115.231,0.149716,-401.921171,-401.914118,-401.913174,-401.952422,28.546
63494,gdb_63495,CC1(O)CC1(C)NC=O,3.01917,1.14265,0.98208,4.0057,77.04,-0.2377,0.0328,0.2705,1269.487,0.168023,-440.300926,-440.290713,-440.289769,-440.335672,37.806
76101,gdb_76102,OC1C(C#C)C1N1CC1,2.29674,1.42046,1.09205,2.9259,79.5,-0.2249,0.0502,0.275,1168.3505,0.145691,-401.855195,-401.846244,-401.8453,-401.88918,33.722
39518,gdb_39519,C1C=C2CCOC3C1C23,2.94621,1.92422,1.54408,0.8977,79.96,-0.219,0.0111,0.2301,923.48,0.162743,-385.865769,-385.859126,-385.858182,-385.896427,27.948
103657,gdb_103658,OCC1(O)CC(O)C=C1,3.43987,1.00592,0.9885,3.4388,73.0,-0.2452,0.0088,0.254,1275.9932,0.158249,-460.160453,-460.151207,-460.150262,-460.194557,35.166
19450,gdb_19451,N#CC1C2CC1C=C2,5.40627,1.59576,1.58023,3.9934,69.71,-0.2495,-0.0176,0.232,831.9814,0.12122,-325.505419,-325.499301,-325.498357,-325.535499,24.468
15988,gdb_15989,CCC1OCC11CO1,3.73741,1.49123,1.2043,1.7318,68.11,-0.2518,0.0721,0.3239,1041.9654,0.152536,-384.899776,-384.89166,-384.890716,-384.932579,29.62
119353,gdb_119354,CCCC12CC(O)(C1)C2,4.71528,0.78707,0.7691,1.392,86.86,-0.2544,0.0823,0.3367,1604.3455,0.205125,-388.255006,-388.245484,-388.24454,-388.289492,36.674
6890,gdb_6891,CC1C(CO)C1(C)O,2.8157,1.42635,1.26396,1.3281,71.51,-0.2408,0.0718,0.3125,1081.9697,0.174357,-386.120883,-386.111039,-386.110095,-386.155042,35.941
133021,gdb_133022,CN=C1NC=NC(F)=N1,3.03967,1.3582,0.94421,3.3946,69.69,-0.233,-0.0572,0.1758,1150.7179,0.102312,-474.198404,-474.190768,-474.189824,-474.231203,27.347
49820,gdb_49821,N=C1NC(C=O)C11CO1,2.70823,1.3864,1.01532,2.6684,69.6,-0.2544,-0.0442,0.2102,1127.1093,0.110928,-453.908274,-453.899987,-453.899043,-453.94173,29.954
104921,gdb_104922,COC1(CC1(C)O)C#C,2.09386,1.56978,1.06805,1.9523,79.51,-0.2376,0.0411,0.2786,1191.9701,0.154236,-422.961746,-422.951377,-422.950433,-422.996328,38.378
12092,gdb_12093,CC1OC1C1(C)CC1,3.21605,1.60824,1.41806,1.6192,74.51,-0.2525,0.0895,0.342,998.4647,0.175376,-348.975939,-348.967219,-348.966274,-349.009429,32.779
100659,gdb_100660,CC(CO)C(C)(O)C=O,2.25391,1.13058,0.99559,2.4783,74.92,-0.2466,-0.03,0.2166,1315.7868,0.177987,-461.365339,-461.354222,-461.353278,-461.401352,40.121
24907,gdb_24908,N=C1CC2=C(NC=C2)O1,4.87315,1.32617,1.04922,2.9563,73.16,-0.1908,0.0141,0.2049,1070.0589,0.115478,-416.844984,-416.838072,-416.837128,-416.87625,27.296
81898,gdb_81899,CC1C2CC2C(=O)C1=O,2.32983,1.82918,1.15537,4.8855,72.7,-0.2298,-0.0799,0.1499,1055.7786,0.135716,-421.856804,-421.848759,-421.847815,-421.88947,30.473
54630,gdb_54631,CC(=O)C1=CC2CN2C1,3.89531,1.13293,0.94954,1.8832,80.28,-0.2286,-0.0549,0.1737,1240.766,0.147515,-401.949835,-401.941623,-401.940678,-401.983085,30.864
79540,gdb_79541,CC1C2C3CC3(C#N)C12,2.44221,1.7217,1.21493,4.3198,80.87,-0.2756,0.0202,0.2958,1054.7204,0.148608,-364.788599,-364.780725,-364.77978,-364.820826,30.686
59745,gdb_59746,CC(O)C1CCOC1=N,2.69325,1.31507,1.09306,2.8247,75.93,-0.2607,0.0191,0.2798,1189.9661,0.172176,-440.31432,-440.305548,-440.304603,-440.347783,33.465
46044,gdb_46045,O=C1CC(CN1)C1CC1,3.61608,1.02334,0.90336,3.7933,79.12,-0.2359,0.0385,0.2744,1333.9284,0.173013,-403.185665,-403.177286,-403.176342,-403.219246,31.988
107406,gdb_107407,CCC12CC1CC(C)O2,2.76135,1.24592,1.00177,1.2643,85.81,-0.2293,0.0826,0.3119,1317.397,0.205504,-388.29735,-388.288018,-388.287074,-388.331354,36.058
19049,gdb_19050,CC1CC2CC3C2C13,3.40643,2.12767,1.94073,0.2884,76.75,-0.2483,0.0888,0.3371,823.9998,0.17999,-311.854858,-311.848153,-311.847209,-311.885262,27.831
81154,gdb_81155,OC1C2CC1(CO2)C#C,2.60898,1.64177,1.23703,1.8121,74.5,-0.2458,0.0297,0.2754,1023.7387,0.135676,-421.761777,-421.753928,-421.752984,-421.793794,31.23
